instance,city,demand_baseline,outsourcing_cost_multiplier,region_multiplier,global_multiplier,model,max_n_shifts,workforce_size,objective_value
paris_db=0.50,paris,0.5,2.5,1.5,0.8,partflex,4.0,20,
paris_db=1.00,paris,1.0,1.2,1.5,0.8,fixed,,20,16773.214118991964
paris_db=1.00,paris,1.0,1.5,1.5,0.8,fixed,,20,20846.51764874017
paris_db=1.00,paris,1.0,1.8,1.5,0.8,fixed,,20,24919.821178488033
paris_db=1.00,paris,1.0,2.0,1.5,0.8,fixed,,20,27635.35686498686
paris_db=1.00,paris,1.0,2.5,1.5,0.8,fixed,,20,34424.19608123362
paris_db=1.00,paris,1.0,1.2,1.5,0.8,flex,,20,
paris_db=1.00,paris,1.0,1.5,1.5,0.8,flex,,20,
paris_db=1.00,paris,1.0,1.8,1.5,0.8,flex,,20,
paris_db=1.00,paris,1.0,2.0,1.5,0.8,flex,,20,
paris_db=1.00,paris,1.0,2.5,1.5,0.8,flex,,20,
paris_db=1.00,paris,1.0,1.2,1.5,0.8,partflex,2.0,20,
paris_db=1.00,paris,1.0,1.2,1.5,0.8,partflex,3.0,20,
paris_db=1.00,paris,1.0,1.2,1.5,0.8,partflex,4.0,20,
paris_db=1.00,paris,1.0,1.5,1.5,0.8,partflex,2.0,20,
paris_db=1.00,paris,1.0,1.5,1.5,0.8,partflex,3.0,20,
paris_db=1.00,paris,1.0,1.5,1.5,0.8,partflex,4.0,20,
paris_db=1.00,paris,1.0,1.8,1.5,0.8,partflex,2.0,20,
paris_db=1.00,paris,1.0,1.8,1.5,0.8,partflex,3.0,20,
paris_db=1.00,paris,1.0,1.8,1.5,0.8,partflex,4.0,20,
paris_db=1.00,paris,1.0,2.0,1.5,0.8,partflex,2.0,20,
paris_db=1.00,paris,1.0,2.0,1.5,0.8,partflex,3.0,20,
paris_db=1.00,paris,1.0,2.0,1.5,0.8,partflex,4.0,20,
paris_db=1.00,paris,1.0,2.5,1.5,0.8,partflex,2.0,20,
paris_db=1.00,paris,1.0,2.5,1.5,0.8,partflex,3.0,20,
paris_db=1.00,paris,1.0,2.5,1.5,0.8,partflex,4.0,20,
paris_db=2.00,paris,2.0,1.2,1.5,0.8,fixed,,20,35738.29006744227
paris_db=2.00,paris,2.0,1.5,1.5,0.8,fixed,,20,44552.86258430308
paris_db=2.00,paris,2.0,1.8,1.5,0.8,fixed,,20,53367.435101163675
paris_db=2.00,paris,2.0,2.0,1.5,0.8,fixed,,20,59243.8167790709
paris_db=2.00,paris,2.0,2.5,1.5,0.8,fixed,,20,73934.77097383849
paris_db=2.00,paris,2.0,1.2,1.5,0.8,flex,,20,
paris_db=2.00,paris,2.0,1.5,1.5,0.8,flex,,20,
paris_db=2.00,paris,2.0,1.8,1.5,0.8,flex,,20,
paris_db=2.00,paris,2.0,2.0,1.5,0.8,flex,,20,
paris_db=2.00,paris,2.0,2.5,1.5,0.8,flex,,20,
paris_db=2.00,paris,2.0,1.2,1.5,0.8,partflex,2.0,20,33993.02466537012
paris_db=2.00,paris,2.0,1.2,1.5,0.8,partflex,3.0,20,33993.02466537012
paris_db=2.00,paris,2.0,1.2,1.5,0.8,partflex,4.0,20,33993.02466537012
paris_db=2.00,paris,2.0,1.5,1.5,0.8,partflex,2.0,20,
paris_db=2.00,paris,2.0,1.5,1.5,0.8,partflex,3.0,20,
paris_db=2.00,paris,2.0,1.5,1.5,0.8,partflex,4.0,20,
paris_db=2.00,paris,2.0,1.8,1.5,0.8,partflex,2.0,20,
paris_db=2.00,paris,2.0,1.8,1.5,0.8,partflex,3.0,20,
paris_db=2.00,paris,2.0,1.8,1.5,0.8,partflex,4.0,20,
paris_db=2.00,paris,2.0,2.0,1.5,0.8,partflex,2.0,20,
paris_db=2.00,paris,2.0,2.0,1.5,0.8,partflex,3.0,20,
paris_db=2.00,paris,2.0,2.0,1.5,0.8,partflex,4.0,20,
paris_db=2.00,paris,2.0,2.5,1.5,0.8,partflex,2.0,20,
paris_db=2.00,paris,2.0,2.5,1.5,0.8,partflex,3.0,20,
paris_db=2.00,paris,2.0,2.5,1.5,0.8,partflex,4.0,20,
paris_db=4.00,paris,4.0,1.2,1.5,0.8,fixed,,20,72728.43700696464
paris_db=4.00,paris,4.0,1.5,1.5,0.8,fixed,,20,90790.54625870565
paris_db=4.00,paris,4.0,1.8,1.5,0.8,fixed,,20,108852.65551044687
paris_db=4.00,paris,4.0,2.0,1.5,0.8,fixed,,20,120894.06167827468
paris_db=4.00,paris,4.0,2.5,1.5,0.8,fixed,,20,150997.5770978431
paris_db=4.00,paris,4.0,1.2,1.5,0.8,flex,,20,
paris_db=4.00,paris,4.0,1.5,1.5,0.8,flex,,20,
paris_db=4.00,paris,4.0,1.8,1.5,0.8,flex,,20,
paris_db=4.00,paris,4.0,2.0,1.5,0.8,flex,,20,
paris_db=4.00,paris,4.0,2.5,1.5,0.8,flex,,20,144835.14918907208
paris_db=4.00,paris,4.0,1.2,1.5,0.8,partflex,2.0,20,70294.65659819436
paris_db=4.00,paris,4.0,1.2,1.5,0.8,partflex,3.0,20,70294.65659819436
paris_db=4.00,paris,4.0,1.2,1.5,0.8,partflex,4.0,20,70294.65659819436
paris_db=4.00,paris,4.0,1.5,1.5,0.8,partflex,2.0,20,
paris_db=4.00,paris,4.0,1.5,1.5,0.8,partflex,3.0,20,
paris_db=4.00,paris,4.0,1.5,1.5,0.8,partflex,4.0,20,
paris_db=4.00,paris,4.0,1.8,1.5,0.8,partflex,2.0,20,
paris_db=4.00,paris,4.0,1.8,1.5,0.8,partflex,3.0,20,
paris_db=4.00,paris,4.0,1.8,1.5,0.8,partflex,4.0,20,
paris_db=4.00,paris,4.0,2.0,1.5,0.8,partflex,2.0,20,
paris_db=4.00,paris,4.0,2.0,1.5,0.8,partflex,3.0,20,
paris_db=4.00,paris,4.0,2.0,1.5,0.8,partflex,4.0,20,
paris_db=4.00,paris,4.0,2.5,1.5,0.8,partflex,2.0,20,144835.14918907208
paris_db=4.00,paris,4.0,2.5,1.5,0.8,partflex,3.0,20,144835.14918907208
paris_db=4.00,paris,4.0,2.5,1.5,0.8,partflex,4.0,20,144835.14918907208
