instance,model,shift_type,week_demand_type,weekend_demand_type,obj_value,elapsed_time,n_variables,n_constraints,n_nonzeroes
rostering_instances/berlin_db=1.00_weekdt=doublepeak_weekenddt=uniform_cout=1.5_model=partflex3_rm=1.5_gm=0.8.json,baseline,partflex3,doublepeak,uniform,7572.141666669687,0.30148983001708984,118944,103684,196440
rostering_instances/berlin_db=1.00_weekdt=doublepeak_weekenddt=uniform_cout=1.5_model=partflex3_rm=1.5_gm=0.8.json,roster,partflex3,doublepeak,uniform,9381.550000000987,0.7645971775054932,120224,105214,222250
