instance,obj_value,elapsed_time,n_variables,n_constraints,n_nonzeroes
rostering_instances/paris_db=1.00_weekdt=doublepeak_weekenddt=uniform_cout=1.5_model=fixed_rm=1.5_gm=0.8.json,20846.517648739726,0.2209792137145996,41600,37460,90986
