instance,obj_value,elapsed_time,n_variables,n_constraints,n_nonzeroes
rostering_instances/frankfurt_db=1.00_weekdt=doublepeak_weekenddt=uniform_cout=1.5_model=fixed_rm=1.5_gm=0.8.json,4224.500000000773,0.2739269733428955,65792,58292,121326
